food_name,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,cholesterol_mg,calcium_mg,ingredients,Meal Type,Cluster,Breakfast,Lunch,Dinner,Bevrage,Curry,Snack,chutney
Chocolate chiffon cake(1 piece),1305.28,311.71,37.87,5.76,15.8,24.25,0.7,93.35,42.15,"Flour, Cocoa powder, Sugar, Eggs, Butter, Baking powder",veg,0,0,0,0,1,0,0,0
Christmas cake(1 piece),1560.8,372.95,48.29,5.49,16.88,27.45,1.49,97.81,40.98,"Dried fruits, Nuts, Sugar, Flour, Eggs, Spices.",veg,0,0,0,0,1,0,0,0
Strawberry and vanilla cake (1 piece),1547.86,370.54,44.25,3.89,20.39,32.43,0.79,101.12,28.17,"Flour, Strawberries, Vanilla essence, Sugar, Eggs, Butter.",veg,0,0,0,0,1,0,0,0
Eggless cake(1 piece),1333.75,318.08,46.14,8.12,11.75,27.7,0.68,27.68,212.97,"Flour, Sugar, Baking powder, Butter, Milk",veg,0,0,0,0,1,0,0,0
Swiss roll(2 piece),1062.09,251.87,48.34,7.3,3.77,32.96,0.55,144.66,24.11,"Flour, Sugar, Eggs, Jam, Cream.",veg,0,0,0,0,1,0,0,0
Pineapple pastry (1 piece),874.13,208.21,29.04,6.06,7.87,18.83,0.72,115.34,42.97,"Pineapple, Cream, Sugar, Flour",veg,0,0,0,0,1,0,0,0
Black forest pastry(1 piece),979.99,233.55,34.48,6.09,8.46,21.35,0.54,113.03,44.15,"Chocolate cake, Cherries, Cream, Cocoa powder, Sugar.",veg,0,0,0,0,1,0,0,0
Coconut finger(1 piece),1155.88,274.86,42.56,7.09,8.86,28.55,1.87,127.97,24.04,"Coconut, Sugar, Flour, Butter.",veg,0,0,0,0,1,0,0,0
Pineapple cake (1 piece),819.06,195.57,23.51,5.01,9.34,16.16,0.76,92.79,49.06,"Pineapple, Flour, Sugar, Eggs, Butter.",veg,1,0,0,0,1,0,0,0
Chocolate walnut cookies (2 piece),1773.46,424.8,47.1,6.56,23.62,22.58,1.54,69.03,36.1,"Flour, Cocoa powder, Chocolate chips, Walnuts, Sugar, Butter.",veg,0,0,0,0,0,0,1,0
Chocolate chip cookies(2 piece),1776.75,425.29,57.98,5.79,19.38,30.29,1.05,75.98,24.76,"Flour, Chocolate chips, Sugar, Butter",veg,0,0,0,0,0,0,1,0
Sweet plain biscuit(3 piece),1588.86,380.76,50.29,5.86,17.67,21.77,1.07,76.89,42.88,"Flour, Sugar, Butter, Baking powder.",veg,0,0,0,0,0,0,1,0
Chocolate biscuit(2 piece),1586.49,379.76,51.56,5.88,17.09,24.16,1.01,72.66,41.51,"Flour, Cocoa powder, Butter, Sugar, Baking powder.",veg,0,0,0,0,0,0,1,0
Coconut biscuit (3 piece),1816.48,434.98,42.9,5.78,27.16,20.76,3.64,64.98,37.81,"Flour, Coconut, Sugar, Butter, Baking powder",veg,0,0,0,0,0,0,1,0
Sweet and salty biscuit(3 piece),1694.69,407.96,45.09,6.15,22.39,7.22,1.68,55.18,37.24,"Flour, Sugar, Salt, Butter, Baking powder.",veg,0,0,0,0,0,0,1,0
Peanut biscuit(3 piece),1676.08,401.05,46.72,8.45,20.41,21.26,2.48,61.88,50.58,"Flour, Peanuts, Sugar, Butter, Baking powder.",veg,0,0,0,0,0,0,1,0
Pin wheel biscuit(1 piece),1688.63,404.6,54.56,5.4,18.66,23.25,1.16,44.65,42.7,"Flour, Butter, Sugar, Cocoa powder, Baking powder.",veg,0,0,0,0,0,0,1,0
Saffron biscuit (1 piece),1913.03,458.61,59.7,6.05,22.01,22.42,1.9,49.64,25.71,"Flour, Saffron, Sugar, Butter, Baking powder",veg,0,0,0,0,0,0,1,0
Masala biscuit(1 piece),1636.01,393.64,45.18,6.06,20.75,6.82,2.14,51.29,53.73,"Flour, Cumin seeds, Carom seeds, Salt, Butter, Baking powder",veg,0,0,0,0,0,0,1,0
Ice box cookies(1 piece),1565.29,374.24,56.09,5.7,14.44,26.69,1.28,70.82,18.5,"Butter, Sugar, Flour, Vanilla essence.",veg,0,0,0,0,0,0,1,0
Ginger bread man(1 piece),1526.89,365,60.26,6.61,11.01,29.12,1.6,75.31,37.92,"Flour, Ginger powder, Cinnamon, Butter, Sugar, Molasses, Baking soda.",veg,0,0,0,0,0,0,1,0
Danish cookies(1 piece),1979.4,475.33,58,5.33,24.92,21.73,1.37,63.58,15.97,"Butter, Flour, Sugar, Baking powder, Vanilla essence.",veg,0,0,0,0,0,0,1,0
Short bread cookies(1 piece),1849.61,443.09,64.82,6.03,17.98,23.31,1.57,45.48,15.92,"Butter, Flour, Sugar.",veg,0,0,0,0,0,0,1,0
Coffee biscuit(1 piece),1740.91,416.57,46.55,6.9,23,21.69,1.59,63.97,48.92,"Flour, Coffee powder, Butter, Sugar, Baking powder.",veg,0,0,0,0,0,0,1,0
Melting moments(1 piece),1828.79,437.91,55.84,5.71,21.78,25,1.88,80.33,30.39,"Butter, Flour, Cornflour, Sugar, Vanilla essence.",veg,0,0,0,0,0,0,1,0
Ginger biscuit (1 piece),1746.31,417.91,58.44,5.98,18.31,27.06,1.49,81.73,25.97,"Flour, Ginger powder, Butter, Sugar, Baking powder.",veg,0,0,0,0,0,0,1,0
Soyabean muthias(1 piece),3453.32,839.33,3.7,2.46,90.45,0.17,1.47,0,12.16,"Soybean flour, Wheat flour, Green chilies, Ginger, Coriander powder, Cumin powder, Salt, Oil.",veg,2,0,0,0,0,0,1,0
Soyabean tikki(1 piece),2874.5,698.17,4.39,3.53,74.02,0.35,2.2,0,29.23,"Soybeans, Potatoes, Green chilies, Cumin powder, Coriander powder, Salt, Oil for frying.",veg,2,0,0,0,0,0,1,0
Soyabean namak paras(2 piece),3450.04,838.46,4.65,2.65,89.83,0.22,1.41,0,12.13,"Soybeans, Gram flour, Rice flour, Cumin seeds, Hing, Salt, Oil for frying.",veg,2,0,0,0,0,0,1,0
Peanut burfi (1 piece),2303.87,550.99,48.14,9.31,36.84,43.08,4.09,0,25.2,"Peanuts, Jaggery, Ghee, Cardamom powder.",veg,0,0,0,0,0,0,1,0
Spinach peanut namak paras (1 piece),3046.16,740.16,6.62,1.65,78.51,0.28,0.81,0,13.35,"Spinach, Peanuts, Gram flour, Rice flour, Cumin seeds, Salt, Oil",veg,2,0,0,0,0,0,1,0
Gram flour and semolina chilla(2 piece),3124.11,758.89,7.63,2.08,80.04,0.25,1.39,0,12.13,"Gram flour, Semolina, Green chilies, Cumin powder, Salt, Oil",veg,2,1,0,0,0,0,0,0
Rice moong dal cheela (2 piece),3286.07,798.26,11.13,2.74,82.44,0.15,1.18,0,4.99,"Rice, Moong dal, Green chilies, Cumin powder, Salt, Oil",veg,2,1,0,0,0,0,0,0
Sweet poori (2 piece),3224.23,782.75,14.26,2.12,79.63,7.15,1.54,0,34.24,"Whole wheat flour, Sugar, Cardamom powder, Ghee, Water.",veg,2,1,0,0,0,0,0,0
Wheat flour and moong dal burfi(1 piece),1845.57,441.08,60,9.84,18.41,31.12,6.02,35.14,25.2,"Wheat flour, Moong dal, Sugar, Ghee, Cardamom powder.",veg,0,0,0,0,1,0,0,0
Spinach burfi (1 piece),508.27,121.17,12.76,2.71,6.81,12.12,1.17,5.65,93.68,"Spinach, Sugar, Ghee, Cardamom powder, Milk.",veg,1,0,0,0,1,0,0,0
Sweet split chickpea roti (1 piece),1529.88,366.59,62.66,9.51,7.93,24.73,8.16,15.56,53.3,"Split chickpeas, Flour, Sugar, Cardamom powder.",veg,0,1,0,0,0,0,0,0
Sprouted moong daliya (1 piece),463.89,111.56,14.77,2.81,4.71,1.67,3.12,0,22.62,"Sprouted moong, Broken wheat, Ghee, Sugar.",veg,1,1,0,0,0,0,0,0
Sprouted moong poha (1 plate),804.44,192.6,26.6,5.59,6.89,1.93,3.13,0,28.39,"Sprouted moong, Poha, Green chilies, Lemon juice, Salt.",veg,1,1,0,0,0,0,0,0
Pearl millet ladoo(1 piece),1337.47,319.66,50.98,9.61,8.06,27.44,6,0,118.74,"Pearl millet flour, Jaggery, Ghee, Cardamom powder.",veg,0,0,0,0,1,0,0,0
Paushtik ladoo(1 piece),2035.29,485.87,60.34,7.65,24.98,38.12,4.57,52.71,20.67,"Mixed nuts, Sesame seeds, Jaggery, Ghee.",veg,0,0,0,0,1,0,0,0
Paushtik roti(2 piece),627.76,149.26,26.59,7.17,1.51,2.03,5.74,0,52.74,"Whole wheat flour, Ghee, Sesame seeds, Salt.",veg,1,1,0,0,0,0,0,0
Semolina carrot vada(3 piece),2878.86,699.53,6.52,1.56,74.07,1.21,1.07,1.18,26.47,"Semolina, Carrots, Green chilies, Ginger, Salt, Oil",veg,2,1,0,0,0,0,0,0
Dhokla(4 piece),915.99,216.49,30.68,13.45,5.28,4.78,4.95,5.16,123.21,"Rice, Urad dal, Semolina, Curd, Green chilies, Mustard seeds.",veg,1,1,0,0,0,0,0,0
Kashmiri tea (1 cup),105.73,24.9,5.23,0.17,0.51,5.14,0.16,0,3.19,"Green tea leaves, Cinnamon, Cloves, Cardamom, Saffron, Almonds.",veg,1,0,0,0,1,0,0,0
Steeped hot coffee(1 cup),67.4,15.91,3.01,0.39,0.33,2.96,0,0,10.4,"Coffee powder, Water, Milk, Sugar.",veg,1,0,0,0,1,0,0,0
Hot chocolate(1 cup),377.68,90.01,9.02,3.43,4.61,8.86,0,0.02,113.63,"Cocoa powder, Milk, Sugar, Chocolate.",veg,1,0,0,0,1,0,0,0
Cold coffee (with cream)(1 cup),348.62,82.76,11.98,1.93,3.29,11.91,0,3.29,64.43,"Coffee, Milk, Ice cream, Sugar, Cream.",veg,1,0,0,0,1,0,0,0
Banana milkshake with ice cream (1 glass),321.43,76.45,11.15,2.01,2.77,9.94,0.27,1.3,68.3,"Banana, Milk, Ice cream, Sugar.",veg,1,1,0,0,0,0,0,0
Flavoured milkshake(1 glass),281.05,66.78,8.65,2.06,2.83,8.61,0,0,75.05,"Milk, Flavour essence (chocolate, strawberry, etc.), Ice cream, Sugar.",veg,1,1,0,0,0,0,0,0
Jal jeera(1 glass),127.66,30.24,6.7,0.44,0.26,5.71,0.95,0,24.72,"Cumin powder, Mint leaves, Lemon juice, Black salt, Ginger, Water",veg,1,0,0,0,1,0,0,0
Cauliflower canjee (1 glass),28.86,6.9,0.35,0.39,0.42,0.09,0.49,0,6.26,"Cauliflower, Rice, Cumin powder, Ginger, Salt, Water",veg,1,1,0,0,0,0,0,0
Potato canjee(1 glass),68.05,16.26,2.69,0.44,0.39,0.1,0.43,0,5.21,"Potatoes, Rice, Cumin powder, Ginger, Salt, Water.",veg,1,1,0,0,0,0,0,0
Vermicelli porridge (1 cup),329.06,78.4,10.56,2.5,2.98,7.04,0.48,0.62,72.96,"Vermicelli, Milk, Sugar, Cardamom powder.",veg,1,1,0,0,0,0,0,0
Semolina upma (1 plate),614.18,147.89,16.31,3.3,7.49,1.31,3.24,0,21.57,"Semolina, Mustard seeds, Green chilies, Ginger, Cashews, Oil",veg,1,1,0,0,0,0,0,0
Vermicelli upma (1 plate),619.26,149.11,16.88,3.11,7.45,1.4,3.21,0,20.3,"Vermicelli, Mustard seeds, Green chilies, Ginger, Cashews, Oil.",veg,1,1,0,0,0,0,0,0
Rice upma(1 bowl),628.3,151.27,17.96,2.63,7.46,1.13,2.12,0,17.57,"Rice,Mustard seeds, Green chilies, Ginger, Cashews, Oil",veg,1,1,0,0,0,0,0,0
Bread upma(1 plate),540.4,129.51,12.6,2.8,7.75,1.56,1.96,0,45.22,"Bread, Mustard seeds, Green chilies, Ginger, Cashews, Oil.",veg,1,1,0,0,0,0,0,0
Vegetable upma(1 bowl),610.06,146.47,16.46,4.73,6.63,1.39,4.19,0,26.68,"Semolina, Mixed vegetables, Mustard seeds, Green chilies, Ginger, Cashews, Oil.",veg,1,1,0,0,0,0,0,0
Poha(1 plate),1226.35,294.53,35.05,6.09,14.14,0.87,3.72,0,37.67,"Poha, Mustard seeds, Green chilies, Peanuts, Turmeric powder, Salt.",veg,1,1,0,0,0,0,0,0
Vegetable poha(1 plate),751.96,180.52,21.52,4.89,8.07,1.4,3.76,0,28.01,"Poha, Mixed vegetables, Mustard seeds, Green chilies, Peanuts, Turmeric powder, Salt",veg,1,1,0,0,0,0,0,0
Moong dal stuffed cheela(2 pieces),645.18,154.89,19.42,6.97,5.11,1.11,4.25,0,39.34,"Moong dal, Gram flour, Green chilies, Cumin powder, Salt, Oil",veg,1,1,0,0,0,0,0,0
Paneer stuffed cheela(2 pieces),855.46,205.19,19.16,11.44,8.89,3.81,4.03,0,151.3,"Gram flour, Paneer, Green chilies, Cumin powder, Salt, Oil",veg,1,1,0,0,0,0,0,0
Indian style egg bhujia (1 plate),428.19,102.83,3.76,6.1,7.02,1.95,1.53,145.28,31.9,"Eggs, Onion, Tomatoes, Green chilies, Cumin powder, Turmeric powder, Salt",non veg,1,1,0,0,0,0,0,0
French omelette(2 pieces),875.07,211.04,0.41,10.03,18.86,0.1,0.38,300.44,46.35,"Eggs, Butter, Salt, Pepper.",non veg,1,1,0,0,0,0,0,0
Puffy omelette(1 pieces),780.16,188.15,0.08,8.82,16.84,0.08,0,268.82,34.96,"Eggs, Butter, Salt, Pepper",non veg,1,1,0,0,0,0,0,0
Orange omelette(1 pieces),807.8,194.66,1.68,8.93,16.84,1.68,0,268.82,37.33,"Eggs, Orange juice, Butter, Salt, Pepper.",non veg,1,1,0,0,0,0,0,0
Cheese and mushroom omelette(1 pieces),852.34,205.63,1.68,9.69,17.82,1.07,0.93,184.53,148.77,"Eggs, Cheese, Mushrooms, Butter, Salt, Pepper",non veg,1,1,0,0,0,0,0,0
Spanish omelette(1 pieces),653.68,157.45,5.1,8.25,11.44,1.03,2.54,145.23,31.72,"Eggs, Potatoes, Onion, Olive oil, Salt, Pepper.",non veg,1,1,0,0,0,0,0,0
Mixed stock(1 cup),104.56,25.19,0.33,2.06,1.71,0.2,0.15,10.55,2.06,"Bones,Vegetables, Herbs, Water",non veg,1,1,0,0,0,0,0,0
Meat stock(1 cup),101.55,24.48,0,2.1,1.78,0,0,11.03,0.86,"Meat bones, Vegetables, Herbs, Water.",non veg,1,1,0,0,0,0,0,0
White stock(1 cup),28.88,6.99,0.4,0.07,0.56,0.24,0.17,1.39,1.58,"Chicken bones, Vegetables, Herbs, Water.",non veg,1,1,0,0,0,0,0,0
Meat consomme(1 cup),124.54,29.76,0.51,14.86,13.68,0.24,0.71,0,115.88,"Meat, Vegetables, Herbs, Egg whites, Water",non veg,1,1,0,0,0,0,0,0
Consomme au julienne(1 cup),116.16,27.76,1.49,12.49,10.66,0.83,1.38,6.4,85.89,"Consomme, Julienne vegetables",veg,1,1,0,0,0,0,0,0
Consomme au vermicelli(1 cup),125.29,29.94,1.3,15.23,12.98,0.27,0.81,7.85,97.34,"Consomme, Vermicelli",veg,1,1,0,0,0,0,0,0
Green pea soup(1 cup),165.85,39.81,3.63,11.06,12.9,0.87,2.49,4.16,46.63,"Green peas, Onion, Garlic, Stock, Salt.",veg,1,1,0,0,0,0,0,0
Spinach soup(1 cup),135.79,32.59,3.03,10.54,14.26,0.29,1.98,4.24,56.23,"Spinach, Onion, Garlic, Stock, Salt.",veg,1,1,0,0,0,0,0,0
Mixed vegetable soup(1 cup),148.51,35.71,2.95,8.22,11.66,1.64,1.64,3.87,50.69,"Mixed vegetables, Onion, Garlic, Stock, Salt.",veg,1,1,0,0,0,0,0,0
Cheese soup(1 cup),170.54,41.13,1.87,12.39,17.07,0.84,1.8,9.56,83.65,"Cheese, Milk, Butter, Flour, Salt.",veg,1,1,0,0,0,0,0,0
Mulligatawny soup(1 cup),226.95,54.42,8.24,11.26,13.28,1.26,2.6,3.05,43.89,"Lentils, Onion, Garlic, Apple, Coconut milk, Spices.",veg,1,1,0,0,0,0,0,0
Cream of carrot soup(1 cup),248.48,59.77,5.69,8.27,12.35,1.77,1.98,6.67,57.24,"Carrots, Onion, Garlic, Cream, Stock, Salt.",veg,1,1,0,0,0,0,0,0
Cream of broccoli soup(1 cup),233.85,56.14,3.72,8.97,12.75,1.59,1.89,7.67,66.55,"Broccoli, Onion, Garlic, Cream, Stock, Salt.",veg,1,1,0,0,0,0,0,0
Cream of potato soup(1 cup),250.34,60.2,6.14,8.1,12.05,1.24,1.51,6.53,51.97,"Potatoes, Onion, Garlic, Cream, Stock, Salt.",veg,1,1,0,0,0,0,0,0
Almond soup (1 cup),327.75,78.65,3.68,10.13,13.8,1.94,0.91,28.18,114.95,"Almonds, Onion, Garlic, Milk, Cream, Stock",veg,1,1,0,0,0,0,0,0
Cold cucumber cream soup (1 cup),49.57,11.88,1.76,0.34,0.34,0.51,0.73,0.72,8.02,"Cucumber, Cream, Garlic, Yogurt, Salt.",veg,1,1,0,0,0,0,0,0
Cold tomato soup(1 cup),69.74,16.9,0.59,0.11,1.56,0.22,0.16,3.88,4.2,"Tomatoes, Cucumber, Garlic, Olive oil, Salt.",veg,1,1,0,0,0,0,0,0
Chicken stew(1 cup),529.28,127.55,4.44,7.19,8.91,1.43,1.82,32.34,31.53,"Chicken, Vegetables, Stock, Salt, Pepper.",non veg,1,1,0,0,0,0,0,0
Veg paneer stew(1 cup),606.74,145.55,10.22,6.98,8.41,4.85,3.08,0,160.51,"Vegetables, Paneer, Stock, Salt, Pepper.",veg,1,1,0,0,0,0,0,0
Oniongreen chilli paratha (1 piece),796.03,191.27,26.37,4.37,7.27,2.71,5.16,0,24.91,"Whole wheat flour, Onion, Green chilies, Cumin seeds, Salt.",veg,1,0,0,1,0,0,0,0
Methi paratha(1 piece),618.37,148.36,22.19,4.27,4.34,2.44,5.09,0,65.85,"Whole wheat flour, Fenugreek leaves, Cumin seeds, Salt",veg,1,0,0,1,0,0,0,0
Bathua poori(4 piece),2466.82,598.79,13.85,2.35,59.14,0.41,1.87,0.6,30.83,"Whole wheat flour, Bathua leaves, Ghee, Salt.",veg,2,0,0,1,0,0,0,0
Gram flour poori (4 piece),2873.78,697.66,10.93,2.59,71.51,0.35,1.94,0.73,7.09,"Gram flour, Whole wheat flour, Ghee, Salt.",veg,2,1,0,0,0,0,0,0
Beetroot poori (3 pieces),2173.7,527.66,12.29,1.91,52.18,0.54,1.4,0.53,5.38,"Whole wheat flour, Beetroot, Ghee, Salt.",veg,2,1,0,0,0,0,0,0
Peas poori (3 pieces),2442.79,592.83,14.92,3.04,57.69,0.48,2.25,0.59,8.96,"Whole wheat flour, Peas, Ghee, Salt.",veg,2,1,0,0,0,0,0,0
Peas kachori (3 pieces),2408.81,584.68,13.25,3.21,57.51,0.5,2.03,0,14.25,"Whole wheat flour, Peas, Cumin powder, Coriander powder,Salt,Oil",veg,2,0,0,0,0,0,1,0
Pizza(1 slice),609.95,146.77,9.94,6.85,8.72,1.38,1.71,18.65,77.23,"Pizza dough, Tomato sauce, Cheese",veg,1,0,0,0,0,0,1,0
mushroom pancake(1 piece),654.37,157.67,8.47,6.82,10.6,1.23,1.59,39.23,44.74,"Flour, Mushrooms, Milk, Egg, Salt",veg,1,1,0,0,0,0,0,0
Cheese and tomato pancake(1 piece),612.56,147.39,10.66,5.15,9.28,3.48,1.06,38.27,127.51,"Flour, Cheese, Tomatoes, Milk, Egg, Salt.",veg,1,1,0,0,0,0,0,0
Minced meat pancake (1 piece),483.97,116.04,8.18,12.01,10.48,1.29,0.7,33.26,64.72,"Flour, Minced chicken, Milk, Egg, Salt.",non veg,1,1,0,0,0,0,0,0
Brinjal rice (1 plate),772.3,184.8,31.74,5.28,3.67,4.36,4.44,0,36.02,"Eggplant, Rice, Spices, Onion, Tomato",veg,1,0,1,0,0,0,0,0
Cumin pulao(1 plate),563.93,135.24,23.61,2.47,3.2,0.64,1.4,0,7.25,"Rice, Cumin seeds, Ghee, Salt.",veg,1,0,1,0,0,0,0,0
Peas pulao (1 plate),454.41,108.87,18.42,3.89,1.9,1.3,3.21,0,18.18,"Rice, Peas, Cumin seeds, Ghee, Salt.",veg,1,0,1,0,0,0,0,0
Split bengal gram dal and vegetable pulao (1 plate),486.37,116.53,19.72,3.6,2.3,1.59,3.16,0,19.09,"Rice, Chana dal, Mixed vegetables, Spices.",veg,1,0,1,0,0,0,0,0
Black channa pulao(1 plate),523.84,125.51,21.55,3.44,2.58,1.99,2.69,0,16.51,"Rice, Black channa, Spices, Onion.",veg,1,0,1,0,0,0,0,0
Mutton pulao(1 plate),544.13,130.77,11.26,6.52,10.78,1,1.65,2.35,49.87,"Rice, Mutton, Spices, Onion, Tomato.",non veg,1,0,1,0,0,0,0,0
Chicken pulao(1 plate),450.53,108.24,11.17,6.07,8.48,0.99,1.64,11.55,32.25,"Rice, Chicken, Spices, Onion, Tomato.",non veg,1,0,1,0,0,0,0,0
Mexican rice(1 plate),502.28,120.57,14.21,4.62,4.88,1.44,1.64,11.9,14.51,"Rice, Beans, Corn, Spices, Tomato",veg,1,0,1,0,0,0,0,0
Plain khitchdi (1 plate),238.08,57.03,10.04,1.72,1.01,0.12,0.85,2.14,5.05,"Rice, Lentils, Ghee, Turmeric, Salt.",veg,1,1,0,0,0,0,0,0
Instant idli (1 plate/4 pieces),1034.13,247.29,43.4,9.16,3.61,3.35,7.13,3.12,93.2,"Semolina, Curd, Baking soda, Salt",veg,0,1,0,0,0,0,0,0
Plain dosa(1 full piece),1588.71,380.91,64.08,10.34,8.43,0.7,5.23,19.9,19.35,"Rice flour, Urad dal, Water, Salt",veg,0,1,0,0,0,0,0,0
Masala dosa mixed vegetable fillings(1 piece),602.95,144.53,23.02,4.84,3.26,1.53,4.31,5.18,31.79,"Masala, Rice flour, Urad dal, Potato filling.",veg,1,1,0,0,0,0,0,0
Masala dosa paneer fillings(1 piece),1014.71,243.12,29.76,10.31,8.84,4.81,3.11,7.29,171.23,"Masala, Rice flour, Urad dal, Paneer filling.",veg,1,1,0,0,0,0,0,0
Uttapam(2 piece),1065.34,255.95,36.28,6.18,9.03,1.5,4.4,10.57,40.86,"Rice, Urad dal, Onion, Tomatoes, Green chilies, Coriander, Salt, Oil.",veg,1,1,0,0,0,0,0,0
Appam(3 piece),1120.32,267.7,13.28,3.12,22.63,4.16,6.19,0,6.36,"Rice flour, Coconut milk, Yeast, Salt.",veg,1,1,0,0,0,0,0,0
Beans and macaroni(1 plate),569.73,136.08,14.24,4.58,7.01,1.68,2.05,19.67,86.86,"Beans, Macaroni, Tomato sauce, Salt, Spices.",veg,1,0,1,0,0,0,0,0
Spaghetti bolognese(1 plate),408.45,97.43,10.04,9.35,9.51,1.41,1.08,13.91,73.66,"Spaghetti, Tomato sauce, Onion, Garlic, Carrot, Spices.",veg,1,0,1,0,0,0,0,0
Meat and macaroni casserole(1 plate),676.14,161.55,16.12,9.15,10.17,1,1.19,2.13,68.28,"Meat (beef or chicken), Macaroni, Cheese, Onion, Tomatoes, Spices.",non veg,1,0,0,1,0,0,0,0
Spaghetti with meat balls and tomato sauce(1 plate),658.93,158.13,10.46,5.61,10.64,1.87,1.11,16.15,40.82,"Spaghetti, Ground meat (beef or pork), Tomato sauce, Garlic, Onion, Herbs.",non veg,1,0,0,1,0,0,0,0
Spaghetti with paneer balls and tomato sauce(1 plate),660.93,158.54,12.72,3.95,10.44,3.03,1.25,2.57,80.73,"Spaghetti, Paneer, Tomato sauce, Garlic, Onion, Spices.",veg,1,0,0,1,0,0,0,0
Lasagne with meat sauce(1 plate),265,63.38,5.38,2.9,3.43,1.04,0.47,8.8,24.61,"Lasagne sheets, Ground meat, Tomato sauce, Cheese, Onion, Garlic, Herbs.",non veg,1,0,0,1,0,0,0,0
Lasagne with vegetables(1 plate),206.4,49.23,5.9,1.71,2.16,1.37,0.66,2.81,32.89,"Lasagne sheets, Vegetables (carrot, zucchini, spinach), Cheese, Tomato sauce, Herbs.",veg,1,0,0,1,0,0,0,0
Home made egg noodles(1 plate),1005.75,240.84,42.92,6.55,4.37,1.03,1.6,38.27,15.96,"Flour, Eggs, Salt, Water",non veg,1,0,0,1,0,0,0,0
Sour lentils (1 plate),145.56,34.79,6.04,2.22,0.12,1.25,1.22,0,8.29,"Lentils, Tamarind, Garlic, Onion, Spices.",veg,1,0,0,0,0,1,0,0
Urad special dehusked(1 plate),289.35,69.43,8.86,3.14,2.17,1.32,2.5,4.62,16.4,"Urad dal (dehusked), Spices.",veg,1,0,0,0,0,1,0,0
Arhar with spinach(1 plate),219.53,52.84,4.77,2.05,2.76,0.23,1.3,6.1,21.81,"Arhar dal, Spinach, Onion, Garlic, Spices.",veg,1,0,0,0,0,1,0,0
Moong dal with vadi(1 plate),99.51,24.08,1,0.4,2.05,0.45,0.39,4.75,2.99,"Moong dal, Vadi (dried lentil dumplings), Spices.",veg,1,0,0,0,0,1,0,0
Rasam with tamarind(1 cup),111.55,26.74,3.37,1.13,0.88,0.83,1.6,0,16.56,"Tamarind, Tomato, Spices, Garlic, Mustard seeds.",veg,1,0,0,0,0,1,0,0
Rasam with lemon (1 cup),101.82,24.41,2.85,1.11,0.87,0.44,1.54,0,15.56,"Lemon, Tomato, Garlic, Mustard seeds, Spices.",veg,1,0,0,0,0,1,0,0
Green gram whole with baghar (1 cup),264.04,63.43,6.8,3.23,2.48,0.15,3.02,5.45,25.04,"Green gram (whole), Garlic, Mustard seeds, Spices.",veg,1,0,0,0,0,1,0,0
Urad sabut special(1 cup),329.11,79.39,5.03,2.33,5.46,0.86,2.15,13.38,21.45,"Urad dal (whole), Spices, Garlic",veg,1,0,0,0,0,1,0,0
Kabuli channa curry(1 cup),287.29,68.57,7.63,2.92,3.06,1.24,1.12,0.15,32.03,"Chickpeas (Kabuli channa), Onion, Tomato, Spices.",veg,1,0,0,0,0,1,0,0
Besan gatte curry(1 cup),791.86,189.38,16.26,7.75,10.72,4.5,3.25,2.8,151.08,"Besan (gram flour), Yogurt, Onion, Tomato, Spices.",veg,1,0,0,0,0,1,0,0
Dry masala chops(1 cup),563.44,135.07,3.3,9.08,9.54,2.27,0.86,2.24,112.25,"Lamb chops, Onion, Spices, Garlic.",non veg,1,0,0,0,0,1,0,0
Mutton korma(1 plate),481.74,115.64,2.53,7.09,8.54,1.64,0.78,3.9,79.07,"Mutton, Yogurt, Onion, Garlic, Spices, Cream.",non veg,1,0,0,0,0,1,0,0
Shahi keema kofta curry(1 plate),1722.07,418.13,1.73,4.14,43.83,0.78,0.91,14.97,14.51,"Minced meat (keema), Onion, Tomato, Yogurt, Spices.",non veg,2,0,0,0,0,1,0,0
Minced meat ball curry(1 plate),456.26,109.79,2.86,6.82,7.85,1.27,1.49,24.77,23.84,"Minced meat, Onion, Tomato, Spices.",non veg,1,0,0,0,0,1,0,0
Boti kebab(1 plate),554.28,132.86,3.06,9.22,9.27,2.09,0.76,1.21,98.67,"Mutton, Spices, Garlic, Yogurt.",non veg,1,0,0,0,0,1,0,0
Mutton seekh kebab(1 plate),560.46,133.94,3.11,11.25,8.43,1.4,1.88,0,117.44,"Mutton, Spices, Onion, Garlic, Yogurt",non veg,1,0,0,0,0,1,0,0
Indian lamb and egg curry(1 plate),1383.64,335.75,2.07,3.84,34.7,0.75,0.6,44.04,12.91,"Lamb, Eggs, Onion, Tomato, Yogurt, Spices.",non veg,1,0,0,0,0,1,0,0
Soya chunks sweet and sour (1 plate),2061.9,500.94,3.27,2.85,55.99,1.1,0.86,23.51,13.89,"Soya chunks, Sweet and sour sauce, Vegetables, Spices.",veg,2,0,0,0,0,1,0,0
Soya chunks korma (1 plate),546.59,131.43,7.67,3.86,9.5,4.66,2.57,3.32,89.7,"Soya chunks, Onion, Tomato, Yogurt, Spices.",veg,1,0,0,0,0,1,0,0
Mushroom matar(1 plate),293.62,70.77,5.33,2.79,4.11,1.39,3.13,0,21.42,"Mushrooms, Peas, Onion, Garlic, Spices.",veg,1,0,0,0,0,1,0,0
